layer,level,class,id,metric,value,name,type,function_name
1,patch,1,1,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,1,2,area,0.36,patch area,area and edge metric,lsm_p_area
1,patch,1,3,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,1,4,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,5,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,6,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,7,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,8,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,9,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,1,10,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,1,11,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,12,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,1,13,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,14,area,0.27,patch area,area and edge metric,lsm_p_area
1,patch,1,15,area,2.07,patch area,area and edge metric,lsm_p_area
1,patch,1,16,area,0.27,patch area,area and edge metric,lsm_p_area
1,patch,1,17,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,18,area,0.36,patch area,area and edge metric,lsm_p_area
1,patch,1,19,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,1,20,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,1,21,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,22,area,0.27,patch area,area and edge metric,lsm_p_area
1,patch,1,23,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,1,24,area,4.77,patch area,area and edge metric,lsm_p_area
1,patch,1,25,area,1.98,patch area,area and edge metric,lsm_p_area
1,patch,1,26,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,27,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,1,28,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,29,area,852.75,patch area,area and edge metric,lsm_p_area
1,patch,2,30,area,11.79,patch area,area and edge metric,lsm_p_area
1,patch,2,31,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,2,32,area,0.27,patch area,area and edge metric,lsm_p_area
1,patch,2,33,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,34,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,35,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,36,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,37,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,38,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,39,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,40,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,41,area,0.54,patch area,area and edge metric,lsm_p_area
1,patch,2,42,area,0.54,patch area,area and edge metric,lsm_p_area
1,patch,2,43,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,2,44,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,45,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,46,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,47,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,2,48,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,2,49,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,50,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,51,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,2,52,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,2,53,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,54,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,55,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,56,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,57,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,58,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,59,area,6.4799999999999995,patch area,area and edge metric,lsm_p_area
1,patch,2,60,area,0.36,patch area,area and edge metric,lsm_p_area
1,patch,2,61,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,62,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,2,63,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,2,64,area,0.36,patch area,area and edge metric,lsm_p_area
1,patch,4,65,area,0.36,patch area,area and edge metric,lsm_p_area
1,patch,4,66,area,0.72,patch area,area and edge metric,lsm_p_area
1,patch,4,67,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,4,68,area,33.39,patch area,area and edge metric,lsm_p_area
1,patch,4,69,area,1.17,patch area,area and edge metric,lsm_p_area
1,patch,4,70,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,4,71,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,4,72,area,0.72,patch area,area and edge metric,lsm_p_area
1,patch,4,73,area,7.29,patch area,area and edge metric,lsm_p_area
1,patch,4,74,area,3.51,patch area,area and edge metric,lsm_p_area
1,patch,4,75,area,2.07,patch area,area and edge metric,lsm_p_area
1,patch,4,76,area,6.84,patch area,area and edge metric,lsm_p_area
1,patch,4,77,area,1.53,patch area,area and edge metric,lsm_p_area
1,patch,4,78,area,0.72,patch area,area and edge metric,lsm_p_area
1,patch,4,79,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,4,80,area,3.51,patch area,area and edge metric,lsm_p_area
1,patch,4,81,area,1.7999999999999998,patch area,area and edge metric,lsm_p_area
1,patch,4,82,area,0.99,patch area,area and edge metric,lsm_p_area
1,patch,4,83,area,3.96,patch area,area and edge metric,lsm_p_area
1,patch,4,84,area,24.029999999999998,patch area,area and edge metric,lsm_p_area
1,patch,4,85,area,10.62,patch area,area and edge metric,lsm_p_area
1,patch,4,86,area,1.08,patch area,area and edge metric,lsm_p_area
1,patch,4,87,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,4,88,area,38.25,patch area,area and edge metric,lsm_p_area
1,patch,4,89,area,0.44999999999999996,patch area,area and edge metric,lsm_p_area
1,patch,4,90,area,0.8999999999999999,patch area,area and edge metric,lsm_p_area
1,patch,4,91,area,5.13,patch area,area and edge metric,lsm_p_area
1,patch,4,92,area,0.54,patch area,area and edge metric,lsm_p_area
1,patch,4,93,area,44.19,patch area,area and edge metric,lsm_p_area
1,patch,4,94,area,1.98,patch area,area and edge metric,lsm_p_area
1,patch,4,95,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,4,96,area,0.18,patch area,area and edge metric,lsm_p_area
1,patch,4,97,area,6.3,patch area,area and edge metric,lsm_p_area
1,patch,4,98,area,23.759999999999998,patch area,area and edge metric,lsm_p_area
1,patch,4,99,area,5.04,patch area,area and edge metric,lsm_p_area
1,patch,4,100,area,69.75,patch area,area and edge metric,lsm_p_area
1,patch,4,101,area,1.71,patch area,area and edge metric,lsm_p_area
1,patch,4,102,area,8.91,patch area,area and edge metric,lsm_p_area
1,patch,4,103,area,44.64,patch area,area and edge metric,lsm_p_area
1,patch,4,104,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,4,105,area,0.44999999999999996,patch area,area and edge metric,lsm_p_area
1,patch,4,106,area,0.36,patch area,area and edge metric,lsm_p_area
1,patch,4,107,area,4.95,patch area,area and edge metric,lsm_p_area
1,patch,4,108,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,4,109,area,0.44999999999999996,patch area,area and edge metric,lsm_p_area
1,patch,4,110,area,0.09,patch area,area and edge metric,lsm_p_area
1,patch,4,111,area,4.2299999999999995,patch area,area and edge metric,lsm_p_area
1,patch,1,1,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,2,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,3,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,4,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,5,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,6,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,7,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,8,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,9,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,10,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,11,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,12,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,13,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,14,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,15,cai,39.130434782608695,core area index,core area metric,lsm_p_cai
1,patch,1,16,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,17,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,18,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,19,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,20,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,21,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,22,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,23,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,24,cai,45.28301886792453,core area index,core area metric,lsm_p_cai
1,patch,1,25,cai,31.818181818181817,core area index,core area metric,lsm_p_cai
1,patch,1,26,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,27,cai,0,core area index,core area metric,lsm_p_cai
1,patch,1,28,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,29,cai,76.90765171503958,core area index,core area metric,lsm_p_cai
1,patch,2,30,cai,55.72519083969466,core area index,core area metric,lsm_p_cai
1,patch,2,31,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,32,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,33,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,34,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,35,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,36,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,37,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,38,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,39,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,40,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,41,cai,16.666666666666664,core area index,core area metric,lsm_p_cai
1,patch,2,42,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,43,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,44,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,45,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,46,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,47,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,48,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,49,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,50,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,51,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,52,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,53,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,54,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,55,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,56,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,57,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,58,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,59,cai,34.72222222222223,core area index,core area metric,lsm_p_cai
1,patch,2,60,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,61,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,62,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,63,cai,0,core area index,core area metric,lsm_p_cai
1,patch,2,64,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,65,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,66,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,67,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,68,cai,61.725067385444746,core area index,core area metric,lsm_p_cai
1,patch,4,69,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,70,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,71,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,72,cai,12.5,core area index,core area metric,lsm_p_cai
1,patch,4,73,cai,28.39506172839506,core area index,core area metric,lsm_p_cai
1,patch,4,74,cai,23.076923076923077,core area index,core area metric,lsm_p_cai
1,patch,4,75,cai,34.78260869565217,core area index,core area metric,lsm_p_cai
1,patch,4,76,cai,17.105263157894736,core area index,core area metric,lsm_p_cai
1,patch,4,77,cai,29.411764705882355,core area index,core area metric,lsm_p_cai
1,patch,4,78,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,79,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,80,cai,41.02564102564102,core area index,core area metric,lsm_p_cai
1,patch,4,81,cai,5,core area index,core area metric,lsm_p_cai
1,patch,4,82,cai,9.090909090909092,core area index,core area metric,lsm_p_cai
1,patch,4,83,cai,25,core area index,core area metric,lsm_p_cai
1,patch,4,84,cai,37.07865168539326,core area index,core area metric,lsm_p_cai
1,patch,4,85,cai,33.898305084745765,core area index,core area metric,lsm_p_cai
1,patch,4,86,cai,8.333333333333332,core area index,core area metric,lsm_p_cai
1,patch,4,87,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,88,cai,40,core area index,core area metric,lsm_p_cai
1,patch,4,89,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,90,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,91,cai,24.561403508771928,core area index,core area metric,lsm_p_cai
1,patch,4,92,cai,16.666666666666664,core area index,core area metric,lsm_p_cai
1,patch,4,93,cai,66.39511201629328,core area index,core area metric,lsm_p_cai
1,patch,4,94,cai,36.36363636363637,core area index,core area metric,lsm_p_cai
1,patch,4,95,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,96,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,97,cai,34.285714285714285,core area index,core area metric,lsm_p_cai
1,patch,4,98,cai,63.63636363636365,core area index,core area metric,lsm_p_cai
1,patch,4,99,cai,30.357142857142854,core area index,core area metric,lsm_p_cai
1,patch,4,100,cai,64.51612903225806,core area index,core area metric,lsm_p_cai
1,patch,4,101,cai,15.789473684210526,core area index,core area metric,lsm_p_cai
1,patch,4,102,cai,14.14141414141414,core area index,core area metric,lsm_p_cai
1,patch,4,103,cai,46.774193548387096,core area index,core area metric,lsm_p_cai
1,patch,4,104,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,105,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,106,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,107,cai,30.909090909090907,core area index,core area metric,lsm_p_cai
1,patch,4,108,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,109,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,110,cai,0,core area index,core area metric,lsm_p_cai
1,patch,4,111,cai,21.276595744680854,core area index,core area metric,lsm_p_cai
1,patch,1,1,circle,0.6816901138162094,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,2,circle,0.6082339862353345,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,3,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,4,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,5,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,6,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,7,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,8,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,9,circle,0.6816901138162094,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,10,circle,0.6816901138162094,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,11,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,12,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,13,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,14,circle,0.6180281365794511,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,15,circle,0.5494690841706347,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,16,circle,0.522535170724314,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,17,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,18,circle,0.8408450569081047,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,19,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,20,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,21,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,22,circle,0.7061754896765009,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,23,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,24,circle,0.7091306212458466,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,25,circle,0.5407988527184658,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,26,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,27,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,28,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,29,circle,0.334292865778299,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,30,circle,0.6664112392793875,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,31,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,32,circle,0.7061754896765009,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,33,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,34,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,35,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,36,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,37,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,38,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,39,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,40,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,41,circle,0.6180281365794511,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,42,circle,0.6180281365794511,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,43,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,44,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,45,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,46,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,47,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,48,circle,0.6816901138162094,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,49,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,50,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,51,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,52,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,53,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,54,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,55,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,56,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,57,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,58,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,59,circle,0.7303728022913774,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,60,circle,0.7453520910529674,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,61,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,62,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,63,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,2,64,circle,0.7453520910529674,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,65,circle,0.6082339862353345,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,66,circle,0.5925633456847479,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,67,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,68,circle,0.6616247341713859,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,69,circle,0.75658655762416,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,70,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,71,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,72,circle,0.6816901138162094,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,73,circle,0.797382312134483,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,74,circle,0.689647860970804,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,75,circle,0.5494690841706347,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,76,circle,0.8299363701232472,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,77,circle,0.36338022763241873,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,78,circle,0.700414224768197,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,79,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,80,circle,0.6027492620426294,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,81,circle,0.6082339862353345,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,82,circle,0.461321731073585,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,83,circle,0.7510109334740126,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,84,circle,0.8365601161325537,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,85,circle,0.7611410710989679,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,86,circle,0.66046945473729,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,87,circle,0.6816901138162094,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,88,circle,0.8890451493720639,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,89,circle,0.5102924827941682,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,90,circle,0.7170578789477415,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,91,circle,0.8678057303280432,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,92,circle,0.4123509793530018,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,93,circle,0.7691430515269702,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,94,circle,0.461321731073585,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,95,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,96,circle,0.6816901138162094,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,97,circle,0.6947713420155432,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,98,circle,0.6720631806730899,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,99,circle,0.5458508630244006,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,100,circle,0.44345141163578616,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,101,circle,0.7281848162924933,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,102,circle,0.8229624790326108,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,103,circle,0.6832864522624671,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,104,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,105,circle,0.6816901138162093,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,106,circle,0.4907041821059348,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,107,circle,0.520354966024425,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,108,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,109,circle,0.5102924827941682,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,110,circle,0,related circumscribing circle,shape metric,lsm_p_circle
1,patch,4,111,circle,0.8536864092847124,related circumscribing circle,shape metric,lsm_p_circle
1,patch,1,1,contig,0.08333333333333333,contiguity index,shape metric,lsm_p_contig
1,patch,1,2,contig,0.2916666666666667,contiguity index,shape metric,lsm_p_contig
1,patch,1,3,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,1,4,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,5,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,6,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,7,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,8,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,9,contig,0.08333333333333333,contiguity index,shape metric,lsm_p_contig
1,patch,1,10,contig,0.08333333333333333,contiguity index,shape metric,lsm_p_contig
1,patch,1,11,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,12,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,1,13,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,14,contig,0.2222222222222222,contiguity index,shape metric,lsm_p_contig
1,patch,1,15,contig,0.6956521739130435,contiguity index,shape metric,lsm_p_contig
1,patch,1,16,contig,0.27777777777777773,contiguity index,shape metric,lsm_p_contig
1,patch,1,17,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,18,contig,0.125,contiguity index,shape metric,lsm_p_contig
1,patch,1,19,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,1,20,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,1,21,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,22,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,1,23,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,1,24,contig,0.7641509433962264,contiguity index,shape metric,lsm_p_contig
1,patch,1,25,contig,0.7045454545454546,contiguity index,shape metric,lsm_p_contig
1,patch,1,26,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,27,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,1,28,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,29,contig,0.9010905892700087,contiguity index,shape metric,lsm_p_contig
1,patch,2,30,contig,0.8053435114503817,contiguity index,shape metric,lsm_p_contig
1,patch,2,31,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,2,32,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,2,33,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,34,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,35,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,36,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,37,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,38,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,39,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,40,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,41,contig,0.3611111111111111,contiguity index,shape metric,lsm_p_contig
1,patch,2,42,contig,0.4166666666666667,contiguity index,shape metric,lsm_p_contig
1,patch,2,43,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,2,44,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,45,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,46,contig,0,contiguity index,shape metric,lsm_p_contig
1,patch,2,47,contig,0.16666666666666666,contiguity index,shape metric,lsm_p_contig
1,patch,2,48,contig,0.08333333333333333,contiguity index,shape metric,lsm_p_contig
